playlist_id,track_ids
43856,14509 10691 16583 12142 2132 18743 19446 14904 2164 4005
43860,13024 13353 8838 6317 2831 9279 14827 8828 19173 444
43865,3961 2551 9473 6672 18856 18425 9940 3341 9246 20232
43866,1898 2508 12075 8709 1247 6776 7197 14149 8466 18040
43884,2674 6411 11373 13139 17239 3885 10250 11699 9705 11107
43891,14178 8934 15900 17984 12013 7085 20172 14826 6522 10848
43902,1730 17150 1066 10901 180 7605 7098 17189 7555 11417
43926,20373 7098 180 7555 17189 1066 10901 6971 13187 16686
43933,11157 9473 8767 3961 2551 19969 15988 18262 9246 10834
43950,12674 9905 10030 12906 15561 1697 14903 12187 18786 14583
43956,6242 1764 2997 2437 5881 19555 6178 18875 3925 18503
43958,13734 3453 17550 10921 19486 10466 16080 10977 20213 2858
43966,17429 1018 12425 2272 2232 9229 2873 7197 18040 17584
44001,6868 12931 2508 18093 16067 13670 1300 6733 4743 7517
44007,7436 15624 6925 19352 4707 4526 3535 15864 5778 19091
44010,663 1992 17663 5149 19969 6821 7160 19679 4253 4718
44025,13006 830 15767 15413 19398 5881 8544 4745 9498 3597
44035,8709 14430 9257 3624 9003 6408 12623 10379 13670 2236
44040,9093 8709 4902 19306 9533 16688 9003 16355 3008 5077
44053,16973 18906 4466 14765 19411 19432 4052 15807 19730 1151
44055,6716 7153 19838 14247 956 19846 10708 12721 660 4026
44060,8725 16812 15778 8356 1944 3600 4451 4943 16577 4347
44061,19935 9738 5801 12322 4848 11399 19570 8637 10855 14904
44063,13787 14375 520 13043 3944 1434 19858 9051 16930 20007
44067,12721 387 394 19008 8934 10691 19305 3996 8342 4695
44079,13980 14591 6253 10264 2674 6103 11638 18728 18649 8491
44088,20090 20210 2161 18335 14775 1365 17809 14065 8892 5861
44092,3624 11882 16521 2508 5474 628 1365 7544 10842 9003
44097,18404 14360 18254 9984 10618 14375 8045 7989 9346 11842
44108,5893 12688 20007 3001 6618 13086 7118 17228 19036 11571
44122,11233 15090 10100 2794 6863 14597 2627 1641 12940 16713
44135,9903 6577 3698 4369 7224 19152 13154 6492 9346 20497
44139,8275 1063 16451 13542 9676 12311 18191 11233 20023 6557
44204,13670 1898 1300 1944 17200 12075 8356 9229 3860 18830
44213,14885 12262 11699 8035 2780 18088 13691 7506 12510 17652
44226,3173 9429 4071 6584 15828 17699 2873 6103 11638 8709
44232,3551 5171 13318 12952 14799 10706 17923 15090 5564 9605
44241,8356 10521 8645 18830 12851 4005 11178 10801 1194 4549
44252,10448 456 16373 11627 13592 14375 18827 1531 7739 19858
44257,11286 5700 17748 16664 2915 14017 3803 1640 17383 10347
44266,12187 11843 7577 14583 17420 12674 436 16998 20571 16796
44283,6712 8488 2084 4824 13418 12414 7111 3460 5725 1635
44302,463 2336 4949 1713 11257 14965 1057 4965 20172 10848
44325,14765 17276 13123 13678 11257 4052 10880 1740 13542 5042
44343,18645 3242 19969 9471 17663 5651 7490 12071 2551 15722
44345,13250 3347 14758 5089 17774 7485 13980 8956 18266 13237
44356,17096 15209 11366 1494 14527 6556 13980 3729 3055 3932
44362,3860 12075 16521 1898 3624 14149 9508 10572 56 2730
44375,7147 15313 7739 4466 16973 14632 18906 19411 13043 9359
44376,3698 1290 2980 16398 1489 9882 3630 6672 16433 13368
44379,20169 797 16433 19602 13402 637 9380 10706 4346 8345
44390,3192 11446 12187 15931 14903 17897 1697 18786 19921 18221
44401,8885 1710 8838 18059 14827 16297 2513 11604 7131 1199
44406,19446 12142 5530 15613 3994 8476 14107 11074 8356 6695
44407,7506 12510 1111 13251 4337 10711 5606 4910 5296 1530
44408,8356 1944 6695 8725 4347 14154 19446 12142 6343 3994
44412,411 2497 7506 5572 14826 5141 20548 6144 15474 11369
44417,14826 10591 8866 7506 5141 15410 4566 5606 13368 12622
44423,9003 7544 1653 9231 18073 2508 4743 6776 18404 19868
44436,3304 5020 5485 10089 8437 17864 6504 18165 11277 18769
44437,9984 3038 3876 16433 15916 11363 19929 11622 2153 14615
44445,9670 17764 14679 6 16585 18026 3919 19205 2186 10926
44449,15548 5700 14484 18798 19992 11286 18376 10446 5322 14017
44450,10706 17346 4202 20169 1111 12768 4026 3788 14301 9550
44476,16274 553 14313 13250 9205 14758 7485 15915 12919 11211
44488,18899 19414 5846 1071 13439 9380 15560 4859 15428 19796
44497,13980 14591 13237 6253 18728 14527 10264 4444 11490 17096
44504,1944 18830 8725 7260 14134 17042 8138 7256 10005 1898
44536,18830 7256 17200 8138 15843 3600 1075 12550 15778 4148
44546,15090 18421 10708 1641 10706 1900 14378 9550 4834 14301
44559,1830 4087 15864 4707 5778 19321 13517 20254 11722 19775
44568,13368 8491 10848 667 411 10636 2997 18266 2497 4106
44572,7545 4202 9550 16866 4834 11112 3788 10239 14160 5786
44581,2489 14826 11943 512 8172 10848 14659 1849 16873 17616
44586,16338 17276 8498 5527 3698 16645 13678 14832 2980 6077
44595,12075 56 3622 2508 9003 11573 8278 1060 4148 5925
44600,20169 2688 16905 20123 16405 14487 9587 12654 12284 3001
44602,9952 3464 1297 3848 4548 2672 13196 12262 6532 18841
44610,7430 19284 6899 1300 17709 17563 2236 19928 4760 397
44613,10684 13250 15866 2081 2891 8377 11196 2740 8956 15578
44618,13139 15578 14591 360 13980 573 10250 13237 1746 13101
44638,14395 13980 32 14758 17429 4460 12963 1018 10496 3557
44639,10089 5892 8437 508 12043 13154 12507 8640 11740 10481
44658,7506 2780 10848 11943 20548 4910 9469 1719 5141 12237
44661,8256 3332 18356 17309 6025 13763 6001 14190 19733 16656
44666,20371 1830 5778 7436 18547 4526 5252 19091 4087 11282
44683,7134 13105 18897 17928 16491 4881 2515 235 7174 15532
44689,8461 10834 10791 17744 1992 1829 4507 17663 5547 11237
44694,4566 6918 12622 13731 222 11013 8452 19071 2349 10591
44717,18649 7619 20321 573 15078 1746 3885 7854 8030 14052
44726,2173 17947 7798 15547 15328 10089 9719 15526 11989 17491
44727,11728 11123 4947 12142 3994 5693 8476 4750 14154 10471
44751,18096 2272 13216 6103 20263 12436 4482 17774 14008 14758
44755,7599 193 15778 17249 7256 11929 4029 12550 6995 13570
44759,16340 18304 19624 14456 4688 9424 6732 10055 13005 12507
44761,1595 12526 4675 18763 18254 14765 6078 5924 16944 14213
44779,7772 6594 20488 19152 18071 11289 6828 3534 17431 8950
44799,13003 11507 16080 7459 18661 18536 15288 10233 14731 4091
44818,7750 19486 10367 11635 20213 18254 6901 6043 14226 5815
44824,1111 963 2297 13029 10269 17984 14826 7085 637 3788
44828,15770 5881 8469 11233 18575 14453 14714 10100 20592 15650
44830,10591 1489 12284 797 10339 4910 15204 1163 436 14233
44838,19984 6092 13735 2608 13288 5230 15949 1205 18100 4502
44857,5530 14107 11728 18419 4947 6695 11123 8356 17200 15613
44865,8112 9804 16583 2132 14509 394 1641 7133 15688 6113
44881,10100 17154 2794 15498 17634 362 19362 5924 11313 5668
44891,8145 16502 7506 4401 2919 20172 10848 2497 14732 868
44894,877 3287 15646 3021 2489 6139 2831 17131 11176 16181
44949,1018 32 6189 16124 2945 8133 10744 8044 16987 18254
44958,6041 3200 14612 10016 6310 11006 16298 11512 1713 11277
44972,18244 12472 15548 5322 820 14017 7452 5700 14529 6720
44981,11774 19486 7750 8951 20213 12818 10367 6043 10470 9184
45004,9231 7453 6509 9003 12075 10572 9815 12662 9385 1898
45019,5606 10711 16502 10269 8491 16866 2497 1189 411 4401
45043,11715 1192 2166 817 7989 3685 14360 9984 14499 4359
45049,20007 18150 520 16404 9927 9314 15509 7363 6594 19048
45055,1063 12393 16645 15931 19243 13123 12906 2272 8275 13542
45066,3885 8956 6892 13139 13368 9705 17239 541 1591 12436
45069,15290 10920 12250 17026 3860 14491 12601 19462 3624 11882
45071,19446 5530 14107 12142 18830 8356 11123 10471 1944 11074
45079,14360 14662 13402 15916 7989 9346 13624 16536 11157 8872
45086,12507 12564 16557 14571 8361 10089 10209 11306 9422 9903
45095,5924 1063 9676 13259 8749 9963 20023 4603 19243 7460
45096,3961 18852 3242 8709 7490 15050 12071 14430 18645 9471
45102,3790 4013 3606 20048 14247 1828 18963 7163 6716 7153
45129,4201 5527 17404 4072 14558 2631 10316 18751 16100 7147
45139,17663 19825 18856 14147 8474 18824 4253 17744 6821 9473
45151,16083 4944 13395 14662 9984 4301 17114 4473 19969 13358
45178,8045 17283 2508 18875 14147 18824 18856 4800 1860 9231
45194,9635 1422 6155 7545 18590 14826 11943 2544 12768 7148
45206,12715 607 11157 4301 13402 3001 16905 18262 20372 308
45215,8437 1951 12765 6433 16295 5020 519 10089 9396 6693
45218,19969 4253 12815 2551 663 1513 6672 17635 16149 2000
45236,14360 7989 16536 9383 15916 4089 9346 2090 14615 17247
45262,18649 13980 18381 2674 360 7619 9712 8956 15578 778
45277,10089 12043 5892 20230 5485 9984 11817 8437 1290 14360
45279,17383 1246 11286 1826 11239 9613 20258 3992 15392 2915
45284,20263 19735 18063 6103 4060 14591 14612 13237 2873 10264
45305,12931 13670 2236 1300 14731 20172 17971 19462 1691 14826
45319,20461 6220 8437 9717 14309 10196 12765 7907 6892 18312
45342,10930 7131 14827 19462 2513 8356 2159 19814 8001 16387
45347,1199 7351 20316 816 18515 13620 18078 14547 19191 13022
45350,8491 14826 411 5572 7506 15771 6103 1422 18920 3830
45364,9060 12173 18289 11654 14679 12295 3212 3832 2212 15633
45374,8749 12599 2409 5100 18906 20048 14765 9359 17334 19398
45388,20263 2873 13250 3379 8317 4060 10289 19550 6103 12990
45399,13980 360 14591 15578 6253 17239 15570 11366 3885 13139
45402,13906 11241 13041 13486 11970 2520 1830 974 8159 18047
45413,18440 16852 18795 9598 1384 2357 14983 15076 3748 18848
45422,14904 394 12940 17634 19770 4909 10691 8112 16583 8342
45446,13612 17599 12274 6727 8158 18101 5058 19573 17096 11366
45448,17663 11781 9473 13762 18856 14622 14147 11962 8474 9834
45465,12674 16998 12765 14583 20461 12906 14659 18786 11843 13376
45468,2674 3885 8956 13237 16973 4965 1886 2306 11870 18649
45472,17984 4954 19991 15893 15474 3830 19651 4301 11753 13402
45478,14038 17383 14667 1209 8129 838 5700 607 14360 4234
45490,10269 5020 16866 5722 6667 16313 6472 5831 10089 8753
45492,17663 4370 18856 663 19825 10834 15704 5355 13142 5013
45498,3961 18645 6672 9471 7490 20285 14398 18824 4253 19451
45503,3332 1148 19536 17926 19566 20287 16821 17158 17400 6025
45505,10629 15313 16820 18446 19432 15665 6178 9359 15669 689
45507,13785 7148 18031 19211 6810 15578 16471 2740 1195 6933
45511,4549 16896 12851 10434 15459 9157 8145 10848 11074 14826
45524,16767 13412 19394 8409 7217 3653 13997 8452 2518 4566
45538,14309 19662 12563 14758 9520 18392 17597 18855 6981 16548
45547,80 5606 18649 8798 19317 541 3885 15373 6937 778
45554,10367 17550 16355 18062 20351 521 12818 12452 13841 7496
45555,10496 15578 14309 6981 7111 20037 3830 381 2740 13452
45557,18074 10169 541 7009 13548 15710 2117 13006 550 15713
45568,13980 17096 14591 18728 4632 3252 4946 1494 1260 8956
45571,4192 6628 18294 344 17349 17973 10293 6576 6315 1185
45606,2693 110 10916 12662 6790 9088 3124 13711 17578 1998
45607,19858 14375 11547 7739 2417 4085 1473 18615 3259 8347
45614,20172 8491 11943 14826 7506 2919 17584 20295 411 18920
45617,16387 20366 2159 19814 15341 4543 8001 10008 2682 17200
45641,12075 13670 1898 3624 2508 13862 4369 9003 9173 4743
45668,14612 18063 16298 8608 1685 108 19054 4834 13156 3200
45694,1641 16020 4745 11019 8112 4765 1302 744 394 17009
45696,16583 19305 9508 17273 13041 9145 5023 13906 18830 6529
45703,9003 13670 8709 8466 19340 2730 628 16521 56 3860
45724,553 19396 16274 1385 11870 15215 12919 11905 10269 1992
45731,18856 1992 10834 17744 8198 15322 3242 15467 18744 17869
45732,8709 8466 1300 15050 9257 6776 19340 13670 5750 6704
45751,9705 541 17239 10264 573 8767 18649 7506 17334 2437
45757,7416 10834 18856 3961 14147 2836 10084 16827 20247 13973
45785,6092 20446 19984 4543 13288 19814 16583 2159 20366 13735
45795,7506 10711 10848 1422 12510 5606 15781 16502 6045 4026
45805,13216 20263 20152 2873 4106 8779 607 18617 10684 518
45830,12075 2730 13670 16521 4743 3624 18361 18404 628 14022
45847,20362 12908 11070 5658 17826 12879 15669 7037 12345 1078
45849,13980 8956 11366 14591 360 13237 4444 6253 4364 15578
45854,6732 14456 4688 18304 13005 3007 11125 14659 4642 19152
45858,11654 12173 6 17764 3832 14679 12295 10694 15633 10657
45863,2780 1719 7009 8822 9291 11070 15669 13340 14131 2437
45877,1998 4484 17551 18471 10252 3136 6998 3575 18099 2805
45889,14714 13424 20443 14765 3648 11257 17154 15650 3802 12775
45908,1830 5778 5674 7000 18547 4707 13517 13155 15864 18285
45929,6253 8956 15209 3885 15926 14395 18381 16820 778 360
45935,14826 7506 1111 13368 1422 12510 4202 3811 8145 5606
45938,2551 9473 10834 19825 9471 7490 12071 9940 8768 20285
45944,14904 5023 16583 9211 9457 2132 9163 4695 8112 18743
45951,2159 16387 20366 3903 1944 56 4366 7256 9231 4743
45955,13250 14758 4106 7485 17774 18096 8118 13216 18617 20152
45962,15666 6682 1806 7516 6460 9457 9701 20626 14221 2006
45984,17928 18794 18146 7174 16491 953 4881 18897 235 12796
45986,13708 1730 11407 148 7098 20373 7605 10901 9032 13549
46000,13980 18381 13237 3885 14591 17239 360 6253 18728 12963
46018,6561 1023 18409 7889 6220 10089 6433 9919 13435 5097
46030,7459 20267 4410 5746 14751 5003 13340 13202 11507 3410
46069,8138 17200 12075 9231 12526 14149 1898 7256 8045 9003
46083,13237 360 6253 14591 18728 14395 11366 15209 13139 3885
46101,19152 20007 16930 19556 1979 9314 15865 11289 14375 18254
46108,15090 4058 12721 18421 18743 3551 4765 5359 1953 4026
46110,18231 512 18312 5171 7356 398 14046 10217 4321 6823
46137,14827 2513 11604 1710 6492 12061 19152 1199 6489 20076
46140,8885 3264 18578 11951 4301 14827 5167 1698 6379 2513
46146,8045 4910 2508 4743 6776 18773 1111 1020 2159 16387
46152,5924 20048 13259 1063 6557 19243 11357 12599 2912 5100
46162,16645 8796 14583 3192 7147 6299 5469 12674 299 4814
46167,9231 6776 7544 2508 4743 11882 13734 3437 16983 14033
46186,9291 838 14038 6178 3644 7009 689 12834 17058 14667
46192,14360 10715 2886 2166 9984 19991 3254 19651 4954 11753
46221,20263 10202 18096 6103 12436 11472 2873 15474 13216 20205
46229,17200 12550 11074 5530 11728 15778 3994 1075 11123 16812
46231,11070 2117 550 4069 11255 6860 19369 18381 14591 2869
46254,9003 12075 17200 8045 56 4369 7544 7256 4148 14033
46256,16708 12397 4743 2286 9231 6776 9003 24 4199 11420
46270,18418 7147 13678 7550 5527 12311 281 11014 7133 16973
46288,12425 4460 8956 13980 12563 13933 18088 6411 12262 8035
46295,20169 13029 797 8345 18575 14453 18421 5100 1641 10708
46304,2674 13139 18381 11107 17239 14591 360 13980 8956 14052
46316,508 2922 10481 7081 20435 14547 15716 13941 15578 5736
46319,16502 20515 2919 3976 10848 20172 4949 2497 17584 15187
46324,3979 20626 8712 11698 20540 16617 2352 5770 1066 14103
46340,11070 18074 17157 17826 216 13990 15926 16820 13551 7397
46371,11070 1719 8304 12639 12599 10629 2912 6933 15710 18332
46391,17663 18856 12868 2551 11688 14147 15147 13223 14631 2343
46398,7989 14662 16254 18369 14360 7577 7400 7963 17003 17420
46401,1232 10848 1434 20210 20090 11107 2674 18254 4949 10618
46418,14591 13237 6253 360 15578 3885 8956 18728 11366 15209
46421,8956 18381 14591 18728 17239 2674 778 11107 14395 17096
46428,3404 7562 4259 18356 7401 13763 3332 10693 16557 10569
46436,12623 9231 8466 7544 6868 5322 9034 4743 7577 20408
46445,10269 7267 20213 17786 12707 19991 9941 6015 13368 10061
46460,508 7224 10100 579 1698 16144 4089 17287 9120 877
46461,972 8361 477 19506 10515 10209 18165 17864 10236 12507
46468,14591 11366 18728 2740 4106 6253 15578 11196 8956 13250
46475,3505 10008 13267 8230 1194 2274 4148 4005 10521 17822
46507,18254 14213 14375 13043 7739 12929 8347 7931 4085 7157
46522,797 4566 12622 6918 20169 10913 1056 15410 17597 8956
46529,8956 18381 15578 13034 20263 4364 17597 15907 9765 20152
46532,3961 17663 11510 6672 3242 12071 9246 2551 19969 10834
46556,20008 5840 19230 19391 20043 16348 15682 907 12604 18897
46561,17971 15288 16417 272 4079 1691 1297 14731 9744 9952
46576,12815 2000 11510 10577 5749 8047 6624 7416 15185 8550
46581,8169 1898 12075 8709 4743 8466 14430 15050 405 9231
46584,18198 10916 6509 7453 16941 19711 11439 12662 12576 755
46588,9473 14147 7920 11688 19969 15777 19154 663 19825 17663
46590,2132 9231 6776 5739 12075 1056 8045 7645 19773 4234
46599,4467 10259 877 6139 11176 2489 6442 17530 15646 1935
46603,10269 20169 12768 13029 16866 797 14301 8345 19602 14453
46609,903 14484 15548 9597 820 8494 6720 11286 13215 17383
46610,648 8767 12510 17034 16601 13368 3304 14826 11014 797
46619,15209 1494 5928 11366 15417 17195 573 2046 16509 1260
46621,14301 19134 9550 344 7077 1422 2544 11112 10293 1900
46641,18096 8872 19991 5572 4106 20263 7485 17774 10567 6103
46644,4301 4954 16083 9903 14360 8643 4359 10346 9346 13402
46646,17063 2891 15866 1724 13250 5089 6494 17096 13980 9752
46656,16392 14154 3994 11728 11123 95 4947 12142 5010 17777
46661,12075 9003 9231 8356 5817 8045 1944 18040 7197 6776
46692,8145 11943 10711 14826 20172 7506 10848 5606 2151 16502
46696,6892 10848 5606 6981 15578 13980 11663 18855 12510 7506
46716,18836 19244 17984 797 10269 20169 12284 12220 6823 16433
46722,9804 16331 5023 5751 16083 16583 4301 4954 394 285
46744,6188 2489 14012 3129 15526 4467 13708 16954 3650 20488
46770,9984 7989 1290 14662 10957 11157 15916 17984 19078 14826
46784,5541 9477 4212 12718 5384 7722 4745 14994 15428 4430
46796,1605 8643 4954 1290 12220 19991 8627 1591 15775 7989
46826,9804 14904 2132 4013 4928 9477 4745 14509 5296 8692
46827,15558 3011 10013 18440 14295 11070 3418 13034 8573 11474
46828,14583 12674 14453 6408 8045 9003 12906 8822 13477 14903
46845,13670 1300 16521 2730 3860 9173 2236 17026 17586 14491
46849,28 17494 19192 18369 16254 7963 12888 19871 15269 14178
46855,16012 4960 658 12931 19405 7870 12432 4447 5268 1365
46867,344 10293 13960 11595 11102 18344 3321 752 18991 12111
46895,3192 19673 16725 10030 12875 11345 1697 7250 16587 1789
46912,2236 12311 17563 13406 13670 123 405 16973 14558 18424
46927,8491 2497 3830 7506 18852 12071 3242 4514 9246 9471
46935,9502 7649 7881 4401 4953 18878 2919 3911 4949 18739
46936,4710 16311 18254 1374 9982 438 8300 7931 11173 15664
46958,11366 8956 17096 360 15578 13237 14591 8488 3460 381
46964,19340 12931 12623 9003 8709 1828 8466 17166 6408 1357
46968,14826 12510 10269 7506 4910 648 8767 16601 2437 20169
46976,1180 4467 14012 15646 18466 1033 17530 10055 7040 17947
46988,1069 10041 10636 667 5112 20287 3811 2997 14586 9941
47009,18617 2891 19055 5089 20572 10684 13250 14013 3242 2081
47014,16274 13980 14591 15915 11211 6530 15209 11870 10877 360
47019,14309 6981 18058 2888 4259 4057 15088 10496 5169 13139
47023,12623 13670 5474 12931 3505 8709 2682 163 10008 18599
47039,18963 3192 12906 20007 18786 1828 520 14827 17166 4925
47045,17701 3925 6837 15333 689 6178 10624 18503 15413 16820
47068,2886 14443 4916 3009 1192 9229 2727 2399 7989 14907
47084,16852 18848 10806 19471 18795 14983 13734 3410 1384 5646
47100,11104 14701 14876 7929 7489 5743 8043 19305 12763 8543
47117,20151 508 18180 10481 2989 5485 3256 9886 7081 11740
47128,11366 3190 2740 14527 1260 13980 18728 14591 10391 5928
47134,14688 9118 702 125 7404 4376 6799 14859 12425 968
47140,11699 12262 12563 3347 14758 17597 2489 13691 18088 8956
47141,3885 13237 18381 18649 17239 15578 2674 17156 8956 4364
47144,13237 13980 18381 13139 14591 6253 573 1746 2674 318
47173,272 16417 2980 16433 10089 6496 4158 3001 6239 9778
47176,1697 16839 19673 3172 10030 11702 11345 20491 18424 16299
47192,3961 2000 5749 18852 17663 6624 7416 12815 19969 15262
47213,14904 2132 14509 19305 387 20461 12119 8437 13593 4704
47241,13139 18649 2674 17239 13980 10264 18728 18381 14591 9712
47261,15578 360 13139 8956 10264 18381 14591 18096 2873 2674
47267,1357 13670 12674 17166 14827 16024 2236 17026 14903 8600
47273,9003 8709 13043 19858 14375 1012 2508 2253 15578 18617
47274,16460 1385 11164 553 285 19396 12919 11211 16274 8724
47278,13980 15578 6253 14591 360 13139 18381 2780 648 8767
47289,7060 19721 8622 2818 12010 11101 11403 9291 7009 9651
47296,10957 15916 1710 520 7989 14662 9346 18763 19556 17935
47334,6971 2489 8172 13602 17709 3117 2824 9919 1849 8118
47357,18856 9834 19825 9940 11688 18824 19053 11279 17663 17062
47375,14360 7989 15916 14662 3698 11157 3519 5443 10269 2980
47417,18852 18856 19969 5149 18645 17663 2551 3961 6821 15322
47427,2625 8703 10739 5653 12418 20423 18575 6442 15154 11157
47435,14907 12075 3860 2730 13476 8600 16521 20058 16859 17026
47436,7009 13550 541 11731 3885 1746 573 13006 18649 6253
47470,9034 17420 13980 9440 14395 1852 15578 6253 14591 360
47478,7622 9751 20132 13702 6613 18385 1437 19640 7766 14609
47479,13237 360 6253 14591 8956 18381 3885 13139 2117 5903
47491,13980 360 18381 15578 8956 18728 11366 13139 3252 16760
47492,5541 4720 6225 7550 16645 10100 11014 14714 8796 689
47495,15578 17034 20287 3150 6687 17429 11211 32 553 14309
47502,17897 12674 15931 3192 14903 10930 18059 16024 16297 1357
47518,18649 5903 15670 9712 3885 2674 5453 13980 7619 14052
47519,15651 6561 4433 17116 18709 9969 9037 13634 20076 1935
47527,20446 19984 115 2608 8727 4026 10708 13288 10706 15949
47530,15778 12550 19487 4943 4170 8725 770 1075 8254 17042
47545,12563 13980 8956 6981 15578 19243 16471 14765 2740 18266
47554,14178 10742 4765 5534 1020 8643 3698 18729 9804 9246
47568,15779 2343 8985 4007 6821 15935 18856 10442 4672 10834
47585,19043 18763 2736 8838 8885 16385 15989 6188 14871 11407
47606,13670 17026 11882 9231 4743 9003 18944 4672 1992 6776
47607,4954 16083 10742 4301 5023 8112 15775 19991 4695 16433
47641,20532 5892 579 20230 12043 14561 14709 13154 607 16144
47643,10861 2346 14546 11751 6719 17547 14539 15155 9203 20561
47645,8956 13980 360 18096 6253 15578 18381 14591 14395 17239
47647,15185 18645 3242 14370 9655 7490 2000 6624 20285 6223
47678,9229 1898 1247 5817 16008 12066 13862 4023 17910 14289
47685,7544 9231 3860 6776 14430 15050 4743 6868 8017 2236
47707,1691 14731 6985 12838 13592 2931 3700 17415 12532 16311
47711,4199 13670 13157 9003 18275 20210 19340 8268 20090 4605
47724,14038 17058 10656 3453 2132 20474 2858 10466 14509 15837
47736,16396 913 1715 10316 3551 15781 285 15090 4653 16866
47753,7157 6918 4566 2518 8452 8500 13731 222 11013 19976
47756,12674 14903 8418 14583 12187 12932 13943 14395 7577 12906
47781,11740 3304 20359 10016 19229 10209 11512 5766 5485 8361
47797,6153 10760 4379 11157 1482 20497 18262 7267 8028 12707
47808,3885 2674 16820 8822 18381 17239 9826 9712 541 16862
47818,11715 2886 15831 1192 7989 16544 18991 752 14360 9984
47826,1714 20169 14826 5100 1111 8426 18421 3602 2752 4910
47830,3885 8956 10250 15578 16820 2437 11107 12594 8822 16601
47833,20371 5674 5778 18547 3535 19091 5252 20254 15624 4707
47836,4916 1898 6577 7197 5817 8045 18040 14907 1476 12075
47841,3551 16866 1641 10706 10742 13930 15090 956 19008 1399
47849,19991 3698 4954 3001 797 15750 8886 16905 19602 12284
47857,20417 19664 11571 179 4653 250 20359 9249 2085 20187
47859,1246 15548 9574 1777 17748 17383 5700 18376 10446 12472
47873,17383 5700 8129 17748 12804 11239 10446 11231 9494 1826
47875,12919 5675 1329 149 15783 1886 19396 2384 17010 10157
47886,20169 37 10269 1111 2912 9669 3611 9696 5100 10069
47909,16220 18707 13511 20592 9659 15582 10716 1175 11763 17157
47916,8045 2508 9231 4800 6776 18773 5924 18191 13259 14453
47919,3001 5020 11740 16905 12507 8426 797 19602 3602 6522
47962,12173 15312 9060 7323 9670 10841 9678 14679 3212 2070
47969,1012 13043 14375 14213 18254 2253 12929 11547 17971 1473
47991,3860 2508 14022 16521 628 5655 11882 9003 56 4148
47994,11286 18376 14484 14017 1640 820 18244 17383 19992 18319
48008,7506 10848 11943 5606 3189 16852 4401 8866 4910 8145
48013,18058 11663 14309 15088 4057 6433 13671 12765 2888 14659
48016,15548 10446 17748 12472 1640 2915 903 17345 9521 18798
48025,15312 7323 9670 3413 6 9060 17764 16861 3919 19205
48046,13980 14591 11366 2740 6253 3190 18381 8956 1260 18728
48055,15578 2740 14758 8956 14309 3347 13980 7485 6981 11638
48059,18951 11151 17744 15563 19711 12576 5708 10996 7427 4718
48073,12187 541 8681 1746 2674 9705 11843 3885 20048 9974
48087,10833 7989 11532 14360 8627 5528 1698 12522 4301 579
48106,5100 5633 3097 15053 16486 19008 12599 11320 3558 14178
48137,20169 10706 797 5100 10259 1180 6139 10055 4026 6220
48148,5739 4998 19773 1056 13202 13734 7784 11350 5934 4829
48167,12906 16024 15907 13006 17826 9905 4941 18786 13990 3011
48174,6230 1806 9701 7732 19305 16610 18312 13776 10196 3776
48226,17663 15988 16398 3961 12071 9246 2551 7961 20054 16289
48228,19462 7363 16521 4916 5655 14178 3860 1979 65 9314
48239,14453 10013 16080 16277 15558 8493 3410 8573 11774 10000
48248,19832 19681 10331 5784 19842 7222 18800 14049 12966 17811
48257,7185 16263 3337 11662 1574 3161 11047 20547 1701 17462
48267,10419 15650 14714 19243 3097 12311 10100 13034 17826 7109
48271,5861 11214 4111 6264 13143 4456 6647 5050 1551 7746
48272,14827 8113 18578 6489 6744 3264 1710 6529 816 11951
48282,12075 3992 20215 4743 7629 8166 9231 6776 8045 5750
48283,4909 5924 10848 13808 15935 5309 8491 20172 5572 411
48300,15578 13237 360 14395 18728 12262 14591 6253 8035 18088
48325,9034 3418 17715 18575 7577 17420 14734 7485 11211 16274
48328,2159 16387 19814 8001 20366 16266 10168 8411 17473 3469
48329,1719 14826 7009 12639 5606 11943 8573 10711 12510 2780
48339,8466 15050 14430 9257 6408 9003 12623 18599 10379 8045
48365,18045 9400 15834 4102 568 10980 8624 9458 18186 12243
48407,2736 3765 10418 15526 19192 16954 5639 3129 5190 12888
48409,9291 1719 9826 2437 3463 648 8767 2997 11070 8304
48420,19814 8356 4366 8138 1944 18830 6695 10008 2682 14016
48435,9229 5817 4023 16008 3950 3855 12075 14149 17910 9145
48448,1641 16973 1063 14178 5924 1953 20443 12311 1020 8934
48475,13250 8118 20263 12990 3379 18617 7485 4106 11943 18401
48487,28 2144 3022 16254 18369 1951 7963 12888 11176 19871
48488,10921 15837 2858 9753 6459 10691 16995 14904 4695 8112
48496,9034 7400 20571 9440 19984 4219 13165 3418 11844 1852
48507,7731 3936 7393 8994 7779 25 19594 17059 20273 12100
48510,8342 4695 14233 2418 6045 7577 14178 14509 19008 8112
48554,3190 17096 13980 16509 1260 2158 723 11366 8136 15333
48570,8356 12550 18830 17114 15778 16673 17200 10833 3698 8138
48589,13216 16866 3551 14738 19075 18421 20169 12436 4026 18266
48599,11943 14826 4910 8145 4202 10848 15187 3519 14378 7545
48608,13807 7767 18995 5742 193 7599 16136 5769 14933 17144
48619,2009 15427 3718 17298 11190 8686 6487 2384 17280 17399
48621,9007 12934 1951 6220 2132 15653 14615 9804 14604 6435
48624,16866 10706 3551 15090 15781 1133 13930 1641 4058 37
48628,10019 10910 17010 195 149 12919 14765 2411 1329 18707
